Prediction,Actual,Signal
26.7477428937764,24.0367944444444,0
30.3026503614205,31.0967944444444,0
26.7477428937764,31.0667944444444,0
30.3026503614205,31.0467944444444,0
26.7477428937764,31.0367944444444,0
30.3026503614205,38.0767944444444,0
30.3026503614205,38.0567944444444,0
33.8575578290647,38.0467944444444,0
30.3026503614205,38.0367944444444,0
26.7477428937764,37.9467944444444,0
23.1928354261322,-8.97320555555561,0
23.1928354261322,-8.97320555555561,0
23.1928354261322,-8.97320555555561,0
19.6379279584881,-8.97320555555561,0
19.6379279584881,-8.97320555555561,0
12.5281130231998,-8.97320555555561,0
16.0830204908439,-8.97320555555561,0
19.6379279584881,-8.97320555555561,1
16.0830204908439,-8.97320555555561,1
16.0830204908439,-8.97320555555561,1
16.0830204908439,-8.97320555555561,1
16.0830204908439,-8.97320555555561,1
16.0830204908439,-8.97320555555561,1
19.6379279584881,-8.97320555555561,1
23.1928354261322,-8.97320555555561,1
23.1928354261322,-8.97320555555561,1
19.6379279584881,-8.97320555555561,1
26.7477428937764,-8.97320555555561,1
23.1928354261322,-8.97320555555561,1
26.7477428937764,-8.97320555555561,1
23.1928354261322,-8.97320555555561,1
30.3026503614205,-8.97320555555561,1
33.8575578290647,-8.97320555555561,1
37.4124652967088,-8.97320555555561,1
33.8575578290647,-8.97320555555561,1
37.4124652967088,-8.97320555555561,1
37.4124652967088,-8.97320555555561,1
33.8575578290647,-8.97320555555561,1
23.1928354261322,-8.97320555555561,1
16.0830204908439,-8.97320555555561,1
19.6379279584881,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-8.97320555555561,1
0,-3.95320555555561,1
0,-3.97320555555561,1
0,-3.97320555555561,1
1.86339062026731,-3.97320555555561,1
0,-3.97320555555561,1
1.86339062026731,-3.97320555555561,1
1.86339062026731,-3.97320555555561,1
1.86339062026731,3.10679444444439,1
1.86339062026731,3.06679444444439,1
5.41829808791146,3.04679444444439,1
5.41829808791146,3.03679444444439,1
5.41829808791146,3.02679444444439,1
12.5281130231998,10.0567944444444,1
12.5281130231998,10.0467944444444,1
12.5281130231998,10.0367944444444,1
12.5281130231998,17.0667944444444,1
12.5281130231998,17.0467944444444,1
8.97320555555561,24.1067944444444,1
8.97320555555561,24.0567944444444,1
12.5281130231998,31.1167944444444,1
16.0830204908439,31.0767944444444,1
16.0830204908439,31.0567944444444,1
23.1928354261322,31.0367944444444,1
23.1928354261322,31.0367944444444,0
26.7477428937764,31.0367944444444,0
26.7477428937764,31.0367944444444,0
26.7477428937764,31.0367944444444,0
30.3026503614205,31.0367944444444,0
33.8575578290647,31.0367944444444,0
37.4124652967088,31.0367944444444,0
37.4124652967088,38.0567944444444,0
33.8575578290647,38.0467944444444,0
40.967372764353,38.0367944444444,0
40.967372764353,45.0667944444444,0
40.967372764353,45.0467944444444,0
33.8575578290647,45.0367944444444,0
44.5222802319971,45.0367944444444,0
48.0771876996413,45.0367944444444,0
48.0771876996413,45.0367944444444,0
44.5222802319971,52.0967944444444,0
48.0771876996413,38.0367944444444,0
48.0771876996413,38.0367944444444,0
44.5222802319971,38.0367944444444,0
33.8575578290647,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
0,-8.97320555555561,0
0,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,1
1.86339062026731,-8.97320555555561,1
1.86339062026731,-8.97320555555561,1
1.86339062026731,-8.97320555555561,1
5.41829808791146,-8.97320555555561,1
5.41829808791146,-8.97320555555561,1
5.41829808791146,-8.97320555555561,1
5.41829808791146,-8.97320555555561,1
8.97320555555561,-8.97320555555561,1
8.97320555555561,-8.97320555555561,1
5.41829808791146,-8.97320555555561,1
5.41829808791146,-8.97320555555561,1
8.97320555555561,-8.97320555555561,1
8.97320555555561,-8.97320555555561,1
8.97320555555561,-8.97320555555561,1
8.97320555555561,-8.97320555555561,1
12.5281130231998,-8.97320555555561,1
12.5281130231998,-8.97320555555561,1
16.0830204908439,-8.97320555555561,1
12.5281130231998,-8.97320555555561,1
8.97320555555561,-8.97320555555561,1
12.5281130231998,-8.97320555555561,1
12.5281130231998,-8.97320555555561,1
8.97320555555561,-3.96320555555561,1
8.97320555555561,-3.97320555555561,1
12.5281130231998,-3.97320555555561,1
12.5281130231998,-3.97320555555561,1
16.0830204908439,-3.97320555555561,1
19.6379279584881,-3.97320555555561,1
19.6379279584881,-3.97320555555561,1
23.1928354261322,-3.97320555555561,1
23.1928354261322,-3.97320555555561,1
26.7477428937764,-3.97320555555561,1
26.7477428937764,3.04679444444439,1
30.3026503614205,3.03679444444439,1
37.4124652967088,3.03679444444439,1
37.4124652967088,10.0667944444444,1
33.8575578290647,10.0467944444444,1
37.4124652967088,10.0367944444444,1
37.4124652967088,17.1167944444444,1
37.4124652967088,17.0667944444444,1
33.8575578290647,17.0467944444444,1
33.8575578290647,17.0367944444444,1
40.967372764353,24.1167944444444,1
44.5222802319971,24.0667944444444,1
44.5222802319971,24.0467944444444,1
44.5222802319971,31.1267944444444,1
40.967372764353,31.0667944444444,1
44.5222802319971,31.0467944444444,1
37.4124652967088,31.0367944444444,1
23.1928354261322,38.0867944444444,1
23.1928354261322,38.0567944444444,1
8.97320555555561,38.0467944444444,1
0,45.1067944444444,1
0,45.0767944444444,1
0,45.0467944444444,0
0,45.0467944444444,0
0,44.9867944444444,0
0,52.0567944444444,0
1.86339062026731,-8.97320555555561,0
0,-8.97320555555561,0
0,-8.97320555555561,0
5.41829808791146,-8.97320555555561,0
0,-8.97320555555561,0
0,-8.97320555555561,0
0,-8.97320555555561,0
0,-8.97320555555561,0
0,-8.97320555555561,0
0,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
0,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
5.41829808791146,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
5.41829808791146,-8.97320555555561,0
5.41829808791146,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
5.41829808791146,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
12.5281130231998,-8.97320555555561,0
12.5281130231998,-8.97320555555561,0
8.97320555555561,-3.97320555555561,0
16.0830204908439,-3.97320555555561,0
16.0830204908439,-3.97320555555561,0
8.97320555555561,-3.97320555555561,0
8.97320555555561,-3.97320555555561,0
12.5281130231998,3.06679444444439,0
12.5281130231998,3.04679444444439,0
16.0830204908439,3.03679444444439,1
19.6379279584881,10.0867944444444,1
23.1928354261322,10.0567944444444,1
23.1928354261322,10.0367944444444,1
23.1928354261322,10.0367944444444,1
26.7477428937764,10.0367944444444,1
26.7477428937764,10.0267944444444,1
26.7477428937764,10.0267944444444,1
33.8575578290647,10.0267944444444,1
33.8575578290647,17.0867944444444,1
30.3026503614205,17.0567944444444,1
33.8575578290647,17.0367944444444,1
33.8575578290647,24.1167944444444,1
33.8575578290647,24.0667944444444,1
30.3026503614205,24.0467944444444,1
33.8575578290647,24.0367944444444,1
37.4124652967088,31.0867944444444,1
40.967372764353,31.0467944444444,1
40.967372764353,38.1067944444444,1
40.967372764353,38.0667944444444,1
40.967372764353,38.0467944444444,1
44.5222802319971,38.0367944444444,1
37.4124652967088,38.0367944444444,1
23.1928354261322,31.0367944444444,1
23.1928354261322,31.0367944444444,1
23.1928354261322,31.0367944444444,1
1.86339062026731,31.0367944444444,1
1.86339062026731,31.0367944444444,1
0,31.0367944444444,1
1.86339062026731,38.1367944444444,1
0,38.0767944444444,1
0,38.0567944444444,1
0,45.0967944444444,1
1.86339062026731,45.0667944444444,1
1.86339062026731,45.0467944444444,1
1.86339062026731,45.0367944444444,1
1.86339062026731,45.0367944444444,1
1.86339062026731,45.0367944444444,1
1.86339062026731,52.0567944444444,1
1.86339062026731,52.0067944444444,1
1.86339062026731,-8.97320555555561,1
0,-8.97320555555561,1
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
1.86339062026731,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
5.41829808791146,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
8.97320555555561,-8.97320555555561,0
12.5281130231998,-8.97320555555561,0
16.0830204908439,-8.97320555555561,0
19.6379279584881,-8.97320555555561,0
19.6379279584881,-8.97320555555561,0
23.1928354261322,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
23.1928354261322,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
30.3026503614205,-8.97320555555561,0
33.8575578290647,-8.97320555555561,0
30.3026503614205,-8.97320555555561,0
33.8575578290647,-8.97320555555561,0
30.3026503614205,-8.97320555555561,0
30.3026503614205,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
23.1928354261322,-8.97320555555561,0
26.7477428937764,-8.97320555555561,0
33.8575578290647,-8.97320555555561,0
33.8575578290647,-8.97320555555561,0
33.8575578290647,-8.97320555555561,0
30.3026503614205,-8.97320555555561,1
30.3026503614205,-8.97320555555561,1
30.3026503614205,-8.97320555555561,1
16.0830204908439,-8.97320555555561,1
19.6379279584881,-8.97320555555561,1
