Prediction,Actual
8.76179573514736,9.87285714285714
8.59080672440592,10.8728571428571
8.53419515704588,10.8657142857143
8.45089585048835,12.4642857142857
8.47288145847767,12.4542857142857
8.32830078445986,13.4585714285714
8.11811357760685,14.4642857142857
7.94012727169307,15.46
7.73944366981875,15.8814285714286
7.61052924355102,15.8714285714286
7.49771444767144,13.8657142857143
7.38003190874677,13.8614285714286
7.33916001831171,15.8742857142857
7.3367000122332,15.8671428571429
7.30352562811431,15.8628571428571
7.27875035369666,16.58
7.21559820188644,17.5828571428571
7.14222530424025,17.5771428571429
7.06828355992304,17.5757142857143
6.97697591174165,17.5742857142857
6.90562724663437,18.58
6.82622946115215,15.8728571428571
6.75583883044261,15.8657142857143
6.68404641071597,15.8614285714286
6.60451681864842,15.86
6.52521354829587,16.8685714285714
6.43871626381209,16.8642857142857
6.34878641433604,16.8614285714286
6.26547408537292,16.86
6.18397058594812,17.87
6.10700546521292,18.8771428571429
6.03743618131288,18.8657142857143
5.96813285944718,19.8757142857143
5.9043257375836,20.5814285714286
5.84118162570447,20.5757142857143
5.77698207591953,21.29
5.71358261924704,21.2885714285714
5.64882699313533,21.2885714285714
5.58562560530912,21.2885714285714
5.52269380268599,21.2885714285714
5.46017700351172,23.2985714285714
5.39900860256339,14.58
5.33788133199971,14.5757142857143
5.27714615912235,14.5628571428571
5.21671942333384,3.85857142857143
5.15575398088714,3.85714285714286
5.09529726092516,16.5585714285714
5.03535854993375,3.85714285714286
4.97584831494797,3.85714285714286
4.91766992027538,3.85714285714286
4.86026928687964,3.85714285714286
4.80395473183247,3.85714285714286
4.74867252578137,3.85714285714286
4.69405331886209,3.85714285714286
4.64028400210973,3.85714285714286
4.58706257445492,3.85714285714286
4.53445106910119,3.85714285714286
4.48249450358181,3.85714285714286
4.43108382468549,3.85714285714286
4.38034237609175,3.85714285714286
4.33019524581273,3.85714285714286
4.28056322420236,4.86285714285714
4.23151939610472,4.86
4.18293753028647,4.85857142857143
4.13482648048676,4.85857142857143
4.08722266842036,4.85714285714286
4.04006482541764,4.85714285714286
3.99344413099541,5.57142857142857
3.94735140446067,6.57857142857143
3.90179143813393,6.57428571428571
3.85679806708372,6.57285714285714
3.81233575275942,7.57857142857143
3.76841634400759,7.57428571428571
3.7250226299961,7.57285714285714
3.68213309628101,8.58571428571429
3.63975478521285,8.57857142857143
3.59786802065279,8.57428571428571
3.55647070607507,8.57285714285714
3.51556404342699,8.57142857142857
3.47512801849604,8.57142857142857
3.43516432603989,8.57142857142857
3.39566080104817,8.57142857142857
3.35660336565044,8.57142857142857
3.31799216643144,8.57142857142857
3.27981375480195,9.58142857142857
3.24206614619348,9.57571428571429
3.20474748645768,10.58
3.16785167846512,10.5757142857143
3.13137974100745,10.5742857142857
3.09532674166964,10.5742857142857
3.05968899198242,7.57142857142857
3.02446380611292,7.57142857142857
2.98964466130434,7.57142857142857
2.95522821319676,7.57142857142857
2.92120965482329,8.57571428571429
2.88758344008444,8.57428571428571
2.85434659235118,9.58714285714286
2.8214935957331,11.5942857142857
2.78902010392267,11.5828571428571
2.75692202185209,11.5771428571429
2.72519365947242,11.5757142857143
2.69383094865851,12.58
2.6628289746143,12.5742857142857
2.63218299226173,13.5828571428571
2.6018891277558,13.5771428571429
2.57194291634454,9.15285714285714
2.54234062307362,9.14714285714286
2.51307851691768,10.1542857142857
2.48415265723164,11.1542857142857
2.45555956353344,11.1485714285714
2.42729539859047,12.7442857142857
2.3993564555863,13.1542857142857
2.37173918848138,14.7457142857143
2.34443978881378,15.8785714285714
2.31745475744332,16.8771428571429
2.29078051410377,17.8771428571429
2.26441344378845,14.1528571428571
2.23835012678279,15.1657142857143
2.21258698673529,15.1557142857143
2.18712055072669,16.1542857142857
2.16194738479848,19.1528571428571
2.13706400447989,16.1471428571429
2.11246705903385,17.8714285714286
2.08815319259994,17.8642857142857
2.06411910462025,18.8671428571429
2.04036158667294,18.8628571428571
2.01687742758242,19.8685714285714
1.99366349930342,20.87
1.97071670560737,20.8657142857143
1.94803396680874,20.8628571428571
1.92561227261156,21.8685714285714
1.90344861883022,21.8628571428571
1.88154004555235,22.8671428571429
1.85988363662306,22.8628571428571
1.83847648913124,22.8614285714286
1.81731575046477,22.8614285714286
1.79639859102475,22.8585714285714
1.77572220716121,23.8685714285714
1.75528383438863,24.57
1.73508072691299,14.57
1.71511017349616,2.85714285714286
1.69536949380962,2.85714285714286
1.67585603301638,2.85714285714286
1.65656717349057,3.86428571428571
1.63750032494884,3.86
1.61865292843723,3.85857142857143
1.600022458299,3.85857142857143
1.58160641494984,3.85714285714286
1.56340233111301,3.85714285714286
1.545407767676,3.85714285714286
1.5276203126157,3.85714285714286
1.51003758428634,3.85714285714286
1.49265722685151,3.85714285714286
1.47547691240565,3.85714285714286
1.45849434049715,3.85714285714286
1.4417072358325,3.85714285714286
1.42511335017537,3.85714285714286
1.40871046035486,3.85714285714286
1.39249636818651,4.57142857142857
1.3764689010832,4.57142857142857
1.36062591049802,4.57142857142857
1.34496527280141,4.57142857142857
1.3294848887505,4.57142857142857
1.31418268289816,4.57142857142857
1.29905660416041,5.58428571428571
1.28410462484169,5.57714285714286
1.26932474069906,5.57428571428571
1.25471497082022,5.57285714285714
1.24027335691,5.57285714285714
1.22599796347881,5.57142857142857
1.21188687734117,5.57142857142857
1.19793820731127,6.57857142857143
1.18415008417324,6.57428571428571
1.17052066015076,6.57285714285714
1.15704810879914,6.57285714285714
1.1437306247367,6.57142857142857
1.13056642326588,6.57142857142857
1.11755374027567,6.57142857142857
1.10469083188741,6.57142857142857
1.09197597424408,5.85714285714286
1.0794074633402,5.85714285714286
1.06698361470864,3.85857142857143
1.05470276327972,3.85714285714286
1.0425632631386,3.85714285714286
1.03056348728617,3.85714285714286
1.01870182747834,3.85714285714286
1.00697669396516,5.58142857142857
0.99538651530168,5.57428571428571
0.983929738149079,5.57285714285714
0.972604827039064,6.58857142857143
0.96141026419815,6.57714285714286
0.950344549328855,6.57428571428571
0.939406199405107,6.57285714285714
0.928593748486909,7.58
0.917905747503972,6.14571428571429
0.907340764070165,6.14428571428571
0.896897382288377,7.14714285714286
0.886574202551335,8.15142857142857
0.87636984136342,8.14714285714286
0.866282931146839,8.14428571428572
0.856312120060246,8.14428571428572
0.846456071821534,8.14285714285714
0.836713465523097,8.14285714285714
0.827082995460523,8.14285714285714
0.817563370956403,8.14285714285714
0.808153316186277,6.43714285714286
0.798851570011638,6.43142857142857
0.789656885808217,6.43
0.780568031300758,7.43714285714286
0.771583788398832,9.02285714285714
0.762702953031957,9.01571428571429
0.753924334990298,10.7371428571429
0.745246757764059,10.7328571428571
0.736669058385571,11.4442857142857
0.728190087274196,11.4428571428571
0.719808708080814,13.4557142857143
0.711523797536059,13.4485714285714
0.703334245299463,14.4614285714286
0.695238953809981,9.73428571428571
0.687236838139483,9.71714285714286
0.679326825846758,3.01285714285714
0.671507856833886,3.01285714285714
0.663778883204415,3.01142857142857
0.656138869122533,3.01142857142857
0.648586790674636,3.72714285714286
0.641121635732026,3.72571428571429
0.633742403815234,3.72571428571429
0.626448105960221,3.72571428571429
0.619237764585692,3.72571428571429
0.612110413362233,3.72571428571429
0.605065097082888,3.72571428571429
0.598100871535046,3.72571428571429
0.591216803374041,3.72571428571429
0.584411969997993,3.72571428571429
0.577685459424137,3.72571428571429
0.571036370166646,3.72571428571429
0.564463811115711,3.72571428571429
0.55796690141814,3.72571428571429
0.551544770359281,3.72571428571429
0.545196557246275,3.72571428571429
0.538921411292742,3.72571428571429
0.532718491504711,3.14285714285714
0.526586966567914,3.14285714285714
0.52052601473639,3.14285714285714
0.514534823722321,3.14285714285714
0.508612590587204,4.73571428571429
0.50275852163423,4.73142857142857
0.496971832301921,4.73
0.491251747059001,5.73571428571429
0.485597499300455,5.73142857142857
0.480008331244799,5.73
0.474483493832533,5.73
0.469022246625745,5.72857142857143
0.463623857708888,5.72857142857143
0.458287603590687,5.72857142857143
0.453012769107169,5.72857142857143
0.447798647325827,6.73428571428571
0.442644539450865,6.73
0.437549754729546,6.73
0.432513610359618,6.72857142857143
0.427535431397798,6.72857142857143
0.42261455066932,5.14285714285714
0.417750308678515,5.14285714285714
0.412942053520423,5.14285714285714
0.408189140793431,5.85714285714286
0.403490933512904,5.85714285714286
0.39884680202582,5.14285714285714
0.394256123926382,4.43285714285714
0.389718283972607,4.43
0.385232674003871,5.14714285714286
0.380798692859402,5.14428571428572
0.376415746297719,5.14285714285714
0.372083246916983,5.14285714285714
0.367800614076285,5.86
0.363567273817821,5.85714285714286
0.35938265878997,5.85714285714286
0.355246208171265,6.86857142857143
0.351157367595223,6.86285714285714
0.347115589076055,6.86
0.343120330935221,6.85857142857143
0.339171057728836,6.85714285714286
0.335267240175908,6.43285714285714
0.331408355087407,7.14857142857143
0.327593885296142,7.14428571428572
0.323823319587455,8.14857142857143
0.320096152630706,8.14571428571429
0.316411884911547,9.15428571428571
0.312770022664981,9.14714285714286
0.309170077809184,10.1557142857143
0.305611567880096,10.15
0.302094015966757,10.1471428571429
0.298616950647395,10.1442857142857
0.295179905926246,10.1442857142857
0.291782421171099,11.15
0.288424041051566,11.8628571428571
0.285104315478052,7.14428571428571
0.281822799541444,7.14428571428571
0.278579053453475,8.15857142857143
0.275372642487788,8.15142857142857
0.272203136921676,9.15142857142857
