Prediction,Actual,Signal
0.386817677408731,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
8.10756297992648,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
2.31700400303817,-5.03774930555592,0
4.24719032866761,-5.03774930555592,0
2.31700400303817,-5.03774930555592,0
6.17737665429705,-5.03774930555592,0
6.17737665429705,-5.03774930555592,0
10.0377493055559,-5.03774930555592,0
10.0377493055559,-5.03774930555592,0
11.9679356311854,-5.03774930555592,0
17.7584946080737,-5.03774930555592,0
17.7584946080737,-5.03774930555592,0
19.6886809337031,-5.03774930555592,0
19.6886809337031,-5.03774930555592,0
23.549053584962,2.01225069444408,0
21.6188672593325,1.98225069444408,0
23.549053584962,1.97225069444408,0
19.6886809337031,1.97225069444408,0
17.7584946080737,1.96225069444408,0
15.8283082824442,1.96225069444408,0
13.8981219568148,1.96225069444408,0
13.8981219568148,1.96225069444408,0
11.9679356311854,1.96225069444408,0
11.9679356311854,1.96225069444408,0
8.10756297992648,9.02225069444408,0
8.10756297992648,8.98225069444408,0
10.0377493055559,8.97225069444408,0
11.9679356311854,8.97225069444408,0
13.8981219568148,16.0222506944441,0
13.8981219568148,8.96225069444408,0
11.9679356311854,2.96225069444408,0
11.9679356311854,2.96225069444408,0
11.9679356311854,-3.03774930555592,0
10.0377493055559,-3.03774930555592,0
10.0377493055559,-9.03774930555592,0
8.10756297992648,-9.03774930555592,0
8.10756297992648,-10.0377493055559,0
8.10756297992648,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
0,-10.0377493055559,0
0,-10.0377493055559,0
0,-10.0377493055559,1
0,-10.0377493055559,1
0,-10.0377493055559,1
0,-10.0377493055559,1
0,-10.0377493055559,1
0,-10.0377493055559,1
0,-10.0377493055559,1
0.386817677408731,-10.0377493055559,1
2.31700400303817,-10.0377493055559,1
6.17737665429705,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-10.0377493055559,1
8.10756297992648,-5.02774930555592,1
8.10756297992648,-5.03774930555592,1
8.10756297992648,-5.03774930555592,1
8.10756297992648,-5.03774930555592,1
10.0377493055559,-5.03774930555592,1
10.0377493055559,-5.03774930555592,1
10.0377493055559,-5.03774930555592,1
10.0377493055559,-5.03774930555592,1
6.17737665429705,-5.03774930555592,1
6.17737665429705,-5.03774930555592,1
6.17737665429705,-5.03774930555592,1
6.17737665429705,-5.03774930555592,1
6.17737665429705,-5.03774930555592,1
4.24719032866761,-5.03774930555592,1
4.24719032866761,-5.03774930555592,1
6.17737665429705,-5.03774930555592,1
4.24719032866761,2.01225069444408,1
6.17737665429705,1.98225069444408,1
8.10756297992648,1.97225069444408,1
8.10756297992648,1.97225069444408,1
10.0377493055559,1.96225069444408,1
8.10756297992648,1.96225069444408,1
13.8981219568148,1.96225069444408,1
11.9679356311854,1.96225069444408,1
13.8981219568148,1.96225069444408,1
11.9679356311854,1.96225069444408,1
10.0377493055559,1.96225069444408,1
10.0377493055559,1.96225069444408,1
10.0377493055559,1.96225069444408,1
10.0377493055559,1.96225069444408,1
10.0377493055559,1.96225069444408,1
11.9679356311854,1.96225069444408,1
10.0377493055559,1.96225069444408,1
11.9679356311854,1.96225069444408,1
11.9679356311854,1.96225069444408,1
13.8981219568148,1.96225069444408,0
13.8981219568148,1.96225069444408,0
13.8981219568148,1.96225069444408,0
13.8981219568148,1.96225069444408,0
13.8981219568148,9.01225069444408,0
15.8283082824442,8.99225069444408,0
13.8981219568148,8.98225069444408,0
15.8283082824442,8.97225069444408,0
11.9679356311854,8.97225069444408,0
11.9679356311854,8.96225069444408,0
10.0377493055559,8.96225069444408,0
10.0377493055559,2.96225069444408,0
10.0377493055559,2.96225069444408,0
8.10756297992648,-3.03774930555592,0
10.0377493055559,-3.03774930555592,0
8.10756297992648,-9.03774930555592,0
10.0377493055559,-9.03774930555592,0
8.10756297992648,-10.0377493055559,0
11.9679356311854,-10.0377493055559,0
8.10756297992648,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
0.386817677408731,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
2.31700400303817,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
4.24719032866761,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
6.17737665429705,-10.0377493055559,0
6.17737665429705,-5.02774930555592,0
8.10756297992648,-5.03774930555592,0
8.10756297992648,-5.03774930555592,0
8.10756297992648,-5.03774930555592,0
8.10756297992648,-5.03774930555592,0
8.10756297992648,-5.03774930555592,1
6.17737665429705,-5.03774930555592,1
4.24719032866761,-5.03774930555592,1
